TimeStampUTC,TimeFromLastMove,PuzzleUniqueID,ParentChain,ElementType,IsCompleted,Outcome,CurrentPuzzle
2025-08-14T19:39:42.6220153Z,00:00:013,Beans Quantity,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Beans Quantity,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:43.5175878Z,0.010358796,Tomato Amount Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Tomatoes Quantity -> Tomato Amount Spot (3) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:45.0361904Z,0.006689815,Tomato Amount Spot (1) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Tomatoes Quantity -> Tomato Amount Spot (1) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:45.0491101Z,00:00:012,Tomatoes Quantity,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Tomatoes Quantity,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:45.9404705Z,0.0103125,Beans Quantity,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Beans Quantity,Puzzle,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:45.9425934Z,00:00:002,Beans Amount Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Beans Quantity -> Beans Amount Spot (3) - Removed GreenPin,Interaction,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:47.2870036Z,0.004675926,Beans Amount Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Beans Quantity -> Beans Amount Spot (3) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:47.3002855Z,00:00:013,Beans Quantity,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Beans Quantity,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:48.3436075Z,00:01:043,Pasta Amount Spot (4) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Pasta Quantity -> Pasta Amount Spot (4) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:50.0376182Z,0.008715278,Pasta Amount Spot (2) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Pasta Quantity -> Pasta Amount Spot (2) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:50.0456257Z,00:00:008,Pasta Quantity,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box -> Pasta Quantity,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:50.5770658Z,0.006145833,Horizontal Amount Box,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount -> Horizontal Amount Box,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:39:51.0787743Z,0.005798611,Horizontal or Vertical Amount,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> Horizontal or Vertical Amount,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:40:43.8641711Z,0.045196759,Pasta Order Spot (1) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (1) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:40:46.0031823Z,0.002997685,Pasta Order Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (3) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:40:47.2193317Z,0.00318287,Tomato Order Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (3) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:40:49.5597505Z,0.005324074,Tomato Order Spot (1) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (1) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:42:41.7109692Z,0.079525463,Carrot Order Spot (4) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (4) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:42:43.8453279Z,0.002939815,Carrot Order Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (3) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:42:43.8689903Z,00:00:023,Carrots Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:42:46.4723799Z,0.008368056,Pasta Order Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (3) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:42:49.2243051Z,0.010081019,Pasta Order Spot (1) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (1) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:42:50.5394888Z,0.004340278,Tomato Order Spot (1) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (1) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:42:52.4684231Z,0.011435185,Tomato Order Spot (4) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (4) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:09.0155661Z,0.01744213,Carrots Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order,Puzzle,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:09.0171559Z,00:00:001,Carrot Order Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (3) - Removed GreenPin,Interaction,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:10.2012134Z,0.0028125,Tomato Order Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (3) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:11.7798563Z,0.007384259,Tomato Order Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (3) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:12.9430043Z,0.002581019,Carrot Order Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (3) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:12.9589464Z,00:00:015,Carrots Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:13.4358400Z,0.005520833,Carrots Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order,Puzzle,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:13.4374145Z,00:00:001,Carrot Order Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (3) - Removed GreenPin,Interaction,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:16.4809143Z,00:03:043,Carrot Order Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (3) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:16.5037485Z,00:00:023,Carrots Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:18.0348345Z,0.006828704,Tomato Order Spot (4) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (4) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:20.2829312Z,0.004259259,Tomato Order Spot (1) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (1) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:21.5078143Z,0.003287037,Carrots Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order,Puzzle,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:21.5093757Z,00:00:001,Carrot Order Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (3) - Removed GreenPin,Interaction,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:23.3828696Z,0.010798611,Carrot Order Spot (4) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (4) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:24.5182443Z,0.002256944,Beans Order Spot (2) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (2) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:28.3537991Z,0.011747685,Beans Order Spot (2) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (2) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:29.4677109Z,0.002013889,Beans Order Spot (3) - Removed RedPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (3) - Removed RedPin,Interaction,Incomplete,NeutralMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:32.4458091Z,0.012708333,Beans Order Spot (2) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (2) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:33.6551392Z,0.003113426,Beans Order Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (3) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:34.9944543Z,0.004618056,Pasta Order Spot (1) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (1) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:36.2758701Z,0.003946759,Pasta Order Spot (2) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (2) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:45.2059207Z,0.01630787,Carrot Order Spot (4) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (4) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:47.1883327Z,0.012060185,Carrot Order Spot (4) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (4) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:55.4304872Z,0.008356481,Pasta Order Spot (2) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (2) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:55.7146715Z,0.003275463,Tomato Order Spot (2) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (2) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:43:56.7427842Z,00:01:027,Tomato Order Spot (2) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (2) - Removed GreenPin,Interaction,Incomplete,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:00.1339811Z,0.006608796,Pasta Order Spot (2) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (2) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:12.0724153Z,0.018483796,Beans Order Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (3) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:13.6044343Z,0.006851852,Beans Order Spot (2) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (2) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:14.6565597Z,00:01:052,Pasta Order Spot (2) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (2) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:16.4365832Z,0.009722222,Pasta Order Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (3) - Filled GreenPin,Interaction,Completed,WrongMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:42.9955372Z,0.024513889,Pasta Order Spot (4) - Removed RedPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (4) - Removed RedPin,Interaction,Incomplete,NeutralMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:45.8415813Z,0.011180556,Pasta Order Spot (3) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (3) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:47.0324237Z,0.002893519,Pasta Order Spot (4) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order -> Pasta Order Spot (4) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:47.0514274Z,00:00:019,Pasta Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Pasta Order,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:55.3646589Z,0.009178241,Beans Order Spot (2) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (2) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:57.4872098Z,0.002800926,Beans Order Spot (1) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order -> Beans Order Spot (1) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:57.5075264Z,00:00:020,Beans Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Beans Order,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:58.5989238Z,00:01:091,Tomato Order Spot (1) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (1) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:59.7262619Z,0.002164352,Tomato Order Spot (2) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order -> Tomato Order Spot (2) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:44:59.7399876Z,00:00:013,Tomatoes Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Tomatoes Order,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:45:00.6490234Z,0.010520833,Carrot Order Spot (4) - Removed GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (4) - Removed GreenPin,Interaction,Incomplete,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:45:01.6159992Z,0.01119213,Carrot Order Spot (3) - Filled GreenPin,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order -> Carrot Order Spot (3) - Filled GreenPin,Interaction,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:45:01.6380880Z,00:00:021,Carrots Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order -> Carrots Order,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:45:01.6450353Z,00:00:006,Cooking Order,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder -> Cooking Order,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:45:02.1614908Z,0.005972222,IngrediantToOrder,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot -> IngrediantToOrder,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:45:02.6732275Z,0.005914352,Hub Puzzle: Cooking Pot,Room1:  Kitchen (Nutrition) [ROOT-SELF] -> Hub Puzzle: Cooking Pot,Puzzle,Completed,RightMove,Hub Puzzle: Cooking Pot
2025-08-14T19:45:02.6821504Z,00:00:008,Room1:  Kitchen (Nutrition),Room1:  Kitchen (Nutrition) [ROOT-SELF],Puzzle,Completed,RightMove,none
2025-08-14T19:45:36.2015700Z,24:14:358,GameEnd,Room 1,Scene,Completed,NeutralMove,none
